Recipient County,Recipient State,Funder State,Funding Type1,Impact Area,Topic,Recipient Zipcode,Award Amount,Number of Records
St. Charles County,MO,DC,Federal Government,Basic Needs,Food Security,63385,"$1,571,088",1
St. Charles County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63385,"$606,471",1
St. Charles County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63385,"$289,132",1
St. Charles County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63385,"$1,994,449",1
St. Charles County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63385,"$1,044,399",1
St. Charles County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63385,"$153,430",1
St. Charles County,MO,DC,Federal Government,Improve Health,Access to healthcare,63385,"$183,761",1
St. Charles County,MO,DC,Federal Government,Basic Needs,Food Security,63385,"$300,325",1
St. Charles County,MO,MO,State Government,Foster Learning,Early Childhood Education,63385,"$4,640,693",1
St. Charles County,MO,MO,State Government,Foster Learning,Early Childhood Education,63385,"$387,591",1
St. Charles County,MO,MO,State Government,Foster Learning,K12 Education and out of school time,63385,"$2,665,277",1
St. Charles County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63303,"$200,000",1
St. Charles County,MO,MO,Local Government,Basic Needs,Housing Security,63301,"$176,400",1
St. Charles County,MO,MO,Local Government,Basic Needs,Housing Security,63301,"$203,733",1
St. Charles County,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63301,"$355,634",1
St. Charles County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63301,"$576,186",1
St. Charles County,MO,MA,National Philanthropy,Other,Faith,63304,"$55,355",1
St. Charles County,MO,MA,National Philanthropy,Other,Faith,63304,"$55,355",1
St. Louis City,MO,DC,Federal Government,Foster Learning,Child Welfare,63101,"$1,128,618",1
St. Louis City,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63101,"$354,325",1
St. Louis City,MO,WI,National Philanthropy,Strengthen Communities,Justice System,63101,"$131,288",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63103,"$98,305",1
St. Louis City,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63103,"$81,400",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63106,"$235,536",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63104,"$99,439",1
St. Louis County,MO,IL,Local Philanthropy,Improve Health,Physical Health,63141,"$225,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63108,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63108,"$237,452",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63108,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63108,"$1,450,350",1
St. Louis City,MO,MO,Local Philanthropy,Other,Fundraising,63108,"$70,000",1
St. Louis City,MO,MO,Local Philanthropy,Strengthen Communities,Justice System,63101,"$224,943",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63117,"$305,220",1
St. Louis City,MO,DC,Federal Government,Basic Needs,Food Security,63113,"$242,562",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63113,"$284,689",1
St. Louis City,MO,DC,Federal Government,Other,Research,63108,"$299,793",1
St. Louis City,MO,DC,Federal Government,Other,Research,63108,"$298,486",1
St. Louis City,MO,DC,Federal Government,Other,Research,63108,"$297,410",1
St. Louis City,MO,TX,National Philanthropy,Other,Faith,63108,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Financial Stability,Jobs,63101,"$200,000",1
St. Louis City,MO,MO,Local Philanthropy,Financial Stability,Jobs,63101,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Financial Stability,Jobs,63101,"$50,000",1
St. Louis City,MO,MO,Local Philanthropy,Financial Stability,Jobs,63101,"$100,100",1
St. Louis City,MO,MO,Local Philanthropy,Other,Fundraising,63101,"$148,000",1
St. Louis City,MO,MO,Local Philanthropy,Basic Needs,Legal Assistance,63102,"$50,000",1
St. Louis City,MO,MO,Local Philanthropy,Basic Needs,Legal Assistance,63102,"$55,000",1
St. Louis City,MO,MA,National Philanthropy,Basic Needs,Legal Assistance,63102,"$76,950",1
St. Louis City,MO,MA,National Philanthropy,Basic Needs,Legal Assistance,63102,"$76,950",1
St. Louis City,MO,NY,National Philanthropy,Basic Needs,Legal Assistance,63102,"$125,000",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63119,"$170,800",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63119,"$170,800",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63119,"$239,275",1
St. Louis County,MO,CA,National Philanthropy,Other,Faith,63119,"$137,740",1
St. Louis City,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63103,"$672,123",1
St. Louis City,MO,MO,Local Philanthropy,Other,Arts & Culture,63103,"$125,000",1
St. Louis City,MO,,Federal Government,Other,Arts & Culture,63103,"$1,460,000",1
St. Louis City,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63139,"$96,057",1
St. Louis City,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63139,"$442,255",1
St. Louis City,MO,DC,Federal Government,Other,Research,63110,"$394,596",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63110,"$50,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63110,"$50,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63110,"$75,326",1
St. Louis City,MO,CA,National Philanthropy,Improve Health,Physical Health,63110,"$196,600",1
St. Louis City,MO,IL,National Philanthropy,Improve Health,Physical Health,63110,"$55,000",1
St. Louis City,MO,IL,National Philanthropy,Other,Fundraising,63110,"$125,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Access to healthcare,63139,"$378,855",1
St. Louis City,MO,DC,Federal Government,Improve Health,Behavioral Health and Substance Abuse,63139,"$559,878",1
St. Louis City,MO,MO,Local Government,Basic Needs,Housing Security,63112,"$50,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63112,"$858,834",1
St. Louis City,MO,MO,Local Philanthropy,Other,Uncategorizable,63112,"$74,250",1
St. Louis City,MO,DC,Federal Government,Basic Needs,Food Security,63112,"$958,909",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63112,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63112,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63112,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63112,"$125,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63112,"$107,946",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63112,"$75,000",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63121,"$129,442",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Community Building,63121,"$100,000",1
St. Louis County,MO,MA,National Philanthropy,Strengthen Communities,Community Building,63121,"$52,750",1
St. Louis City,MO,DC,Federal Government,Basic Needs,Transportation,63102,"$20,202,515",1
St. Louis City,MO,MO,State Government,Basic Needs,Transportation,63102,"$459,187",1
St. Louis City,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63103,"$100,000",1
St. Louis City,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63103,"$174,500",1
St. Louis City,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63103,"$197,925",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63103,"$50,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63103,"$489,686",1
St. Louis City,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63103,"$64,371",1
St. Louis City,MO,MO,Local Government,Improve Health,Behavioral Health and Substance Abuse,63110,"$582,428",1
St. Louis City,MO,DC,Federal Government,Financial Stability,Income,63110,"$300,000",1
St. Louis City,MO,MO,Local Philanthropy,Financial Stability,Jobs,63110,"$50,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63110,"$1,132,362",1
St. Louis City,MO,CO,National Philanthropy,Other,Arts & Culture,63110,"$110,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63108,"$142,857",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63108,"$110,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63108,"$96,430",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63108,"$150,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63108,"$112,989",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63108,"$1,963,980",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63107,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63107,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63107,"$75,710",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63107,"$50,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63107,"$58,200",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63107,"$689,166",1
St. Louis City,MO,CA,National Philanthropy,Foster Learning,K12 Education and out of school time,63107,"$112,200",1
St. Louis City,MO,CA,National Philanthropy,Other,International,63110,"$105,180",1
St. Louis County,MO,MO,Local Government,Basic Needs,Housing Security,63132,"$150,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63104,"$135,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63104,"$200,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63104,"$150,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63108,"$90,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63108,"$56,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63108,"$50,000",1
St. Louis City,MO,DC,Federal Government,Basic Needs,Food Security,63111,"$208,685",1
St. Louis City,MO,DC,Federal Government,Basic Needs,Food Security,63111,"$81,027",1
St. Louis City,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63111,"$72,060",1
St. Louis City,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63111,"$351,480",1
St. Louis City,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63111,"$50,983",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Access to healthcare,63103,"$60,660",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63103,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63103,"$50,000",1
St. Louis City,MO,NY,National Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63103,"$450,000",1
St. Louis City,MO,MO,Local Philanthropy,Strengthen Communities,Disaster Preparedness & Response,63108,"$444,780",1
St. Louis City,MO,MO,Local Philanthropy,Other,Uncategorizable,63108,"$230,000",1
St. Louis City,MO,MO,National Philanthropy,Other,Uncategorizable,63108,"$150,000",1
St. Louis City,MO,MO,National Philanthropy,Other,Uncategorizable,63108,"$107,368",1
St. Louis City,MO,MO,Local Philanthropy,Basic Needs,Crisis Intervention,63111,"$62,169",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63130,"$84,200",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63130,"$101,500",1
St. Louis County,MO,MA,National Philanthropy,Other,Arts & Culture,63130,"$215,400",1
St. Louis County,MO,CA,National Philanthropy,Other,Arts & Culture,63130,"$99,880",1
St. Louis City,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63110,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63110,"$150,000",1
St. Louis City,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63110,"$220,705",1
St. Louis City,MO,OH,National Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63110,"$250,000",1
St. Louis City,MO,OH,National Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63110,"$100,000",1
St. Louis City,MO,CA,National Philanthropy,Other,Faith,63108,"$50,910",1
